1.2800000e+02_C_   1.7900000e+02_C
  5.7613092  -25.8302872
  3.2148382   26.1697128
  0.6914112   26.1697128
 -0.3490748  -25.8302872
  0.1015976  -25.8302872
  0.0860151  -25.8302872
 -0.9027241  -25.8302872
 -2.1420868  -25.8302872
 -3.7543420  -25.8302872
 -5.3113861   26.1697128
 -6.1047000   26.1697128
 -5.7732935  -25.8302872
 -4.3784419  -25.8302872
 -3.4225650  -25.8302872
 -3.6711457  -25.8302872
 -4.7785975   26.1697128
 -5.8332443   26.1697128
 -5.3897868  -25.8302872
 -3.6926452  -25.8302872
 -2.5827515  -25.8302872
 -2.7528607  -25.8302872
 -3.8203314   26.1697128
 -5.0998077   26.1697128
 -5.0161008  -25.8302872
 -3.5022522  -25.8302872
 -2.7309463   26.1697128
 -3.0735660   26.1697128
 -3.0029307  -25.8302872
 -1.9861420  -25.8302872
 -1.2228882  -25.8302872
 -1.5696104  -25.8302872
 -2.7270653   26.1697128
 -4.0523886   26.1697128
 -4.2372408   26.1697128
 -2.8602230   26.1697128
 -0.9326325   26.1697128
  1.0302749   26.1697128
  2.7659763   26.1697128
  4.1407161   26.1697128
  5.5767460   26.1697128
  6.7988033   26.1697128
  7.4214414  -25.8302872
  7.7386756  -25.8302872
  7.1647064   26.1697128
  5.6462691   26.1697128
  4.6274253  -25.8302872
  4.3535244  -25.8302872
  3.7235718  -25.8302872
  2.1766110  -25.8302872
  0.1624345  -25.8302872
 -1.8445885  -25.8302872
 -3.6027666   26.1697128
 -4.9889584   26.1697128
 -5.2048231  -25.8302872
 -3.8436062  -25.8302872
 -2.9048662  -25.8302872
 -3.1621782  -25.8302872
 -4.0288786  -25.8302872
 -5.2060625  -25.8302872
 -6.2962377  -25.8302872
 -7.0968819  -25.8302872
 -7.7500102  -25.8302872
 -8.5731790  -25.8302872
 -9.2377835   26.1697128
 -9.3311995   26.1697128
 -8.3979950   26.1697128
 -6.2061273   26.1697128
 -3.6181707   26.1697128
 -1.0736068   26.1697128
  1.2036485  -25.8302872
  2.8543101  -25.8302872
  3.4501222  -25.8302872
  2.2824884  -25.8302872
  0.2163790  -25.8302872
 -1.8171037  -25.8302872
 -3.8339632  -25.8302872
 -5.3519531  -25.8302872
 -6.3705689   26.1697128
 -7.1347537   26.1697128
 -6.7885058   26.1697128
 -4.8956925   26.1697128
 -2.4601042  -25.8302872
 -0.4835719  -25.8302872
  0.2782713  -25.8302872
 -0.3143696  -25.8302872
 -1.5971201   26.1697128
 -2.9862815   26.1697128
